0.53,0.71,5.57
0.03,0.47,-1.8641
0.13,0.78,-1.2581
0.71,0.79,2.3284
0.37,0.68,4.4196
0.46,0.07,6.7724
0.33,0.54,3.9057
1,0.46,-1.8505
0.96,0.29,-1.5237
0.65,0.03,5.246
0.1,0.48,-1.1747
0.01,0.59,-2.2018
0.01,0.57,-2.0927
0.76,0.63,1.4054
0.17,0.42,0.27066
0.82,0.62,0.0045767
0.63,0.24,5.2003
0.35,0.92,3.6326
0.76,0.5,1.8441
0.43,0.15,6.261
0.17,0.18,0.75152
0.08,0.28,-1.0989
0.92,0.13,-0.73079
0.62,0.36,5.1816
0.42,0.47,5.53
0.19,0.77,-0.087753
0.4,0.53,5.2115
0.34,0.34,4.4479
0,0.15,-1.1938
0.72,0.67,2.355
0.02,0.5,-1.9214
0.43,0.23,6.1962
0.37,0.27,5.1822
0.67,0.29,4.372
0.98,0.88,-2.7787
0.98,0.46,-1.9657
0.03,0.32,-1.5232
0.62,0.82,4.3042
0.22,0.72,0.79886
0.5,0.87,5.3053
0.85,0.56,-0.46384
0.29,0.75,2.4717
0.54,0.53,5.8175
0.64,0.14,5.2606
0.89,0.29,-0.64859
0.69,0.94,2.5658
0.72,0.79,2.3166
0.57,0.71,5.1496
0.52,0.5,5.9732
0.63,0.9,3.9634
0.14,0.23,0.056339
0.17,0.2,0.62675
0.32,0.85,2.9678
0.86,0.41,-0.3525
0.06,0.67,-2.0939
0.16,0.07,0.80142
0.91,0.23,-0.90222
0.31,0.16,4.1253
0.78,0.07,2.1067
0.14,0.45,-0.4753
0.34,0.15,4.8656
0.97,0.8,-2.5378
0.46,0.98,4.9322
0.3,0.13,4.0422
0.32,0.72,3.3502
0.18,0.8,-0.28926
0.39,0.3,5.5344
0.48,0.86,5.3374
0.76,0.76,1.1543
0.83,0.6,-0.22076
0.23,0.21,2.0819
0.69,0.06,4.269
0.5,0.68,5.7119
0.51,0.3,6.3839
0.02,0.84,-2.6938
0.4,0.02,6.2145
0.26,0.58,2.1867
0.04,0.01,-0.94529
0.97,0.75,-2.3975
0.15,0.46,-0.24517
0.11,0.8,-1.705
0.68,0.87,2.9374
0.24,0.59,1.5077
0.07,0.85,-2.3913
0.9,0.79,-1.8519
0.9,0.53,-1.302
0.11,0.42,-0.94266
0.48,0.02,6.9659
0.45,0.93,4.8919
0.12,0.75,-1.4116
0.62,0.31,5.1759
0.4,0.24,5.7475
0.55,0.89,4.9664
0.03,0.12,-1.1653
0.52,0.34,6.2718
0.97,0.62,-2.1997
0.94,0.06,-0.73259
0.82,0.33,0.68525
1,0.6,-2.1699
0.13,0.31,-0.40665
0.75,0.18,2.6121
0.89,0.55,-1.1914
0.45,0.34,6.0928
0.18,0.67,-0.0036213
0.64,0.84,3.8673
0.7,0.07,4.0981
0.11,0.98,-2.0782
0.1,0.91,-2.028
0.17,0.1,0.84224
0.98,0.95,-2.9425
0.62,0.66,4.6173
0.62,0.61,4.6838
0.57,0.34,5.8798
0.1,0.44,-1.1931
0.27,0.25,3.0085
0.09,0.69,-1.7189
0.69,0.66,3.1334
0.79,0.67,0.72802
0.86,0.42,-0.40826
0.44,0.27,6.2948
1,0.18,-1.4526
0.65,0.04,5.1292
0.47,0.77,5.4104
0.61,0.1,5.9321
0.78,0.88,0.47964
1,0.49,-1.9888
0.06,0.2,-1.0452
0.07,0.68,-1.9508
0.58,0.21,6.069
0.26,0.67,1.9181
0.43,0.99,4.6308
0.57,0.96,4.6708
0.79,0.02,1.8782
0.5,0.8,5.4589
0.98,0.92,-2.8099
0.45,0.2,6.4262
0.16,0.27,0.29426
0.57,0.72,5.1057
0.52,0.87,5.2849
0.02,0.98,-2.9149
0.48,0.82,5.336
0.76,0.69,1.3665
0.61,0.29,5.5104
0.22,0.64,0.95157
0.73,0.68,2.0933
0.48,0.27,6.3196
0.43,0.47,5.7086
0.12,0.86,-1.7113
0.27,0.93,1.5746
0.26,0.66,1.993
0.14,0.3,-0.12169
0.3,0.56,3.0728
0.27,0.82,1.8392
0.04,0.07,-0.92221
0.34,0.44,4.2863
0.66,0.31,4.5111
0.43,0.94,4.6578
0.16,0.06,0.77831
0.11,0.45,-0.91567
0.88,0.61,-1.0909
0.69,0.05,4.3015
0.03,0.21,-1.3075
0.24,0.36,2.0709
0.78,0.95,0.40268
0.19,0.43,0.66122
0.01,0.67,-2.2964
0.03,0.11,-1.167
0.97,0.78,-2.4855
0.14,0.14,0.207
0.36,0.55,4.4136
0.52,0.19,6.5525
0.22,0.39,1.4777
0.79,0.16,1.6455
0.82,0.5,0.35351
0.41,0.1,6.0322
0.15,0.26,0.14085
0.3,0.02,4.0471
0.66,0.11,4.8296
0.86,0.23,0.0050962
0.1,0.5,-1.2613
0.88,0.29,-0.5325
0.08,0.31,-1.0692
0.94,0.47,-1.7469
0.57,0.62,5.3447
0.15,0.33,0.0057102
0.68,0.53,3.6432
0.83,0.55,0.056004
0.11,0.93,-1.923
0.94,1,-2.7241
0.91,0.69,-1.8122
0.13,0.36,-0.54985
0.6,0.23,5.7912
0.8,0.27,1.1144
0.95,0.65,-2.0274
0.52,0.36,6.2599
0.66,0.28,4.4892
0.3,0.21,3.7545
0.07,0.17,-1.0076
0.9,0.48,-1.152
0.44,0.58,5.5633
0.18,0.41,0.52933
0.43,0.01,6.6388
0.66,0.43,4.3712
0.22,0.96,0.35708
0.25,0.62,1.7183
0.53,0.13,6.7005
0.17,0.74,-0.39496
0.8,0.88,0.12148
0.63,0.48,4.8043
0.04,0.18,-1.2214
0.02,0.85,-2.7197
0.49,0.65,5.6554
0.22,0.84,0.68672
0.8,0.1,1.5866
0.85,0.53,-0.49591
0.87,0.17,-0.0029281
0.91,0.39,-1.1069
0.6,0.02,6.2426
0.2,0.06,1.648
0.57,0.11,6.4834
0.49,0.57,5.8508
0.69,0.98,2.4081
0.86,0.75,-1.133
0.23,0.73,1.0763
0.67,0.42,4.1076
0.92,0.22,-0.94359
0.68,0.47,3.7694
0.53,0.51,5.9474
0.7,0.15,3.8716
